action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Shot,Jump Shot,239,20701082,33.9853,230,59,-118.0398,2,2,0,2007-08,38,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,262,20701082,33.7813,13,263,-118.2568,0,2,0,2007-08,56,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,278,20701082,33.9113,102,133,-118.1678,11,3,0,2007-08,39,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,281,20701082,33.8063,-103,238,-118.3728,11,3,0,2007-08,10,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,290,20701082,33.8473,-176,197,-118.4458,10,3,0,2007-08,9,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,294,20701082,33.8483,-181,196,-118.4508,9,3,0,2007-08,41,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Driving Slam Dunk Shot,Dunk,309,20701082,34.0443,0,0,-118.2698,7,3,0,2007-08,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,318,20701082,33.9553,-5,89,-118.2748,6,3,0,2007-08,29,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,346,20701082,33.8833,107,161,-118.1628,3,3,0,2007-08,46,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,349,20701082,33.7923,107,252,-118.1628,3,3,0,2007-08,17,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Fadeaway Jump Shot,Jump Shot,415,20701082,33.9443,74,100,-118.1958,9,4,0,2007-08,29,12,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,3/28/08,LAL vs. MEM,MEM
Jump Bank Shot,Jump Shot,419,20701082,33.9163,-120,128,-118.3898,8,4,0,2007-08,42,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,429,20701082,33.7843,-2,260,-118.2718,7,4,0,2007-08,12,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Layup Shot,Layup,468,20701082,34.0443,0,0,-118.2698,4,4,0,2007-08,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/28/08,LAL vs. MEM,MEM
Layup Shot,Layup,470,20701082,34.0443,0,0,-118.2698,4,4,0,2007-08,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,490,20701082,33.8013,-115,243,-118.3848,2,4,0,2007-08,28,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/28/08,LAL vs. MEM,MEM
Jump Shot,Jump Shot,28,20701098,33.8613,125,183,-118.1448,7,1,0,2007-08,17,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/30/08,LAL vs. WAS,WAS
Turnaround Jump Shot,Jump Shot,174,20701098,33.9573,-97,87,-118.3668,3,2,0,2007-08,11,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,189,20701098,33.8503,-97,194,-118.3668,2,2,0,2007-08,33,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,204,20701098,33.9653,16,79,-118.2538,0,2,0,2007-08,44,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/30/08,LAL vs. WAS,WAS
Driving Reverse Layup Shot,Layup,222,20701098,34.0443,0,0,-118.2698,0,2,0,2007-08,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/30/08,LAL vs. WAS,WAS
Pullup Jump shot,Jump Shot,250,20701098,33.9753,-57,69,-118.3268,9,3,0,2007-08,25,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,255,20701098,33.9143,213,130,-118.0568,8,3,0,2007-08,20,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/30/08,LAL vs. WAS,WAS
Driving Layup Shot,Layup,299,20701098,34.0443,0,0,-118.2698,3,3,0,2007-08,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,313,20701098,33.9423,-95,102,-118.3648,1,3,0,2007-08,59,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/30/08,LAL vs. WAS,WAS
Driving Finger Roll Layup Shot,Layup,317,20701098,34.0443,0,0,-118.2698,1,3,0,2007-08,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,357,20701098,33.8293,-149,215,-118.4188,10,4,0,2007-08,25,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,364,20701098,33.9423,28,102,-118.2418,9,4,0,2007-08,42,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/30/08,LAL vs. WAS,WAS
Layup Shot,Layup,371,20701098,34.0443,0,0,-118.2698,8,4,0,2007-08,42,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/30/08,LAL vs. WAS,WAS
Layup Shot,Layup,382,20701098,34.0443,0,0,-118.2698,7,4,0,2007-08,55,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/30/08,LAL vs. WAS,WAS
Pullup Jump shot,Jump Shot,393,20701098,33.9403,31,104,-118.2388,6,4,0,2007-08,26,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,395,20701098,33.9343,94,110,-118.1758,5,4,0,2007-08,48,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,428,20701098,33.9303,135,114,-118.1348,2,4,0,2007-08,58,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/30/08,LAL vs. WAS,WAS
Driving Dunk Shot,Dunk,438,20701098,34.0443,0,0,-118.2698,1,4,0,2007-08,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,471,20701098,33.9573,-43,87,-118.3128,4,5,0,2007-08,9,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,476,20701098,33.8373,1,207,-118.2688,3,5,0,2007-08,22,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,479,20701098,33.9013,120,143,-118.1498,2,5,0,2007-08,45,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/30/08,LAL vs. WAS,WAS
Layup Shot,Layup,484,20701098,34.0443,0,0,-118.2698,2,5,0,2007-08,7,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/30/08,LAL vs. WAS,WAS
Jump Shot,Jump Shot,2,20701122,33.8993,-13,145,-118.2828,11,1,0,2007-08,46,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,37,20701122,33.8863,123,158,-118.1468,8,1,0,2007-08,11,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,59,20701122,33.8963,-195,148,-118.4648,5,1,0,2007-08,12,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/2/08,LAL vs. POR,POR
Jump Hook Shot,Jump Shot,92,20701122,34.0243,92,20,-118.1778,2,1,0,2007-08,16,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,238,20701122,33.3033,-43,741,-118.3128,0,2,0,2007-08,0,74,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,4/2/08,LAL vs. POR,POR
Driving Layup Shot,Layup,249,20701122,34.0443,0,0,-118.2698,10,3,0,2007-08,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/2/08,LAL vs. POR,POR
Finger Roll Layup Shot,Layup,257,20701122,34.0443,0,0,-118.2698,9,3,0,2007-08,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,311,20701122,34.0473,126,-3,-118.1438,2,3,0,2007-08,50,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/2/08,LAL vs. POR,POR
Pullup Jump shot,Jump Shot,337,20701122,33.8893,-112,155,-118.3818,0,3,0,2007-08,45,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,341,20701122,34.0673,-125,-23,-118.3948,0,3,0,2007-08,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,354,20701122,33.9373,194,107,-118.0758,10,4,0,2007-08,16,22,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,377,20701122,33.8193,108,225,-118.1618,7,4,0,2007-08,37,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,406,20701122,33.8403,177,204,-118.0928,4,4,0,2007-08,34,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/2/08,LAL vs. POR,POR
Layup Shot,Layup,413,20701122,34.0443,0,0,-118.2698,3,4,0,2007-08,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/2/08,LAL vs. POR,POR
Jump Shot,Jump Shot,3,20701135,33.7923,72,252,-118.1978,11,1,0,2007-08,21,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/4/08,LAL vs. DAL,DAL
Jump Shot,Jump Shot,139,20701135,33.9293,79,115,-118.1908,9,2,0,2007-08,1,13,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,4/4/08,LAL vs. DAL,DAL
Driving Layup Shot,Layup,231,20701135,34.0443,0,0,-118.2698,0,2,0,2007-08,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/4/08,LAL vs. DAL,DAL
Jump Shot,Jump Shot,246,20701135,34.0213,62,23,-118.2078,11,3,0,2007-08,47,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/4/08,LAL vs. DAL,DAL
Driving Layup Shot,Layup,269,20701135,34.0443,0,0,-118.2698,9,3,0,2007-08,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/4/08,LAL vs. DAL,DAL
Driving Layup Shot,Layup,279,20701135,34.0443,0,0,-118.2698,8,3,0,2007-08,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/4/08,LAL vs. DAL,DAL
Jump Shot,Jump Shot,285,20701135,33.9143,-38,130,-118.3078,7,3,0,2007-08,20,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/4/08,LAL vs. DAL,DAL
Jump Shot,Jump Shot,317,20701135,33.8473,-197,197,-118.4668,3,3,0,2007-08,0,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/4/08,LAL vs. DAL,DAL
Jump Shot,Jump Shot,324,20701135,33.7813,92,263,-118.1778,2,3,0,2007-08,10,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/4/08,LAL vs. DAL,DAL
Driving Layup Shot,Layup,447,20701135,34.0443,0,0,-118.2698,1,4,0,2007-08,44,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/4/08,LAL vs. DAL,DAL
Jump Shot,Jump Shot,4,20701150,33.8683,176,176,-118.0938,11,1,0,2007-08,22,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/6/08,LAL @ SAC,SAC
Driving Layup Shot,Layup,37,20701150,34.0443,0,0,-118.2698,8,1,0,2007-08,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,195,20701150,33.8913,24,153,-118.2458,5,2,0,2007-08,33,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,208,20701150,33.9903,-44,54,-118.3138,4,2,0,2007-08,25,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/6/08,LAL @ SAC,SAC
Tip Shot,Tip Shot,209,20701150,34.0443,0,0,-118.2698,4,2,0,2007-08,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,275,20701150,33.7923,36,252,-118.2338,10,3,0,2007-08,6,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,284,20701150,33.9013,200,143,-118.0698,9,3,0,2007-08,3,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,295,20701150,33.9193,209,125,-118.0608,7,3,0,2007-08,8,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,304,20701150,33.8253,-41,219,-118.3108,5,3,0,2007-08,57,22,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,326,20701150,33.8713,190,173,-118.0798,3,3,0,2007-08,14,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/6/08,LAL @ SAC,SAC
Tip Shot,Tip Shot,406,20701150,34.0443,0,0,-118.2698,8,4,0,2007-08,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/6/08,LAL @ SAC,SAC
Pullup Jump shot,Jump Shot,437,20701150,33.9503,144,94,-118.1258,4,4,0,2007-08,36,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/6/08,LAL @ SAC,SAC
Jump Shot,Jump Shot,450,20701150,33.7863,-41,258,-118.3108,2,4,0,2007-08,45,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/6/08,LAL @ SAC,SAC
Finger Roll Layup Shot,Layup,23,20701161,34.0443,0,0,-118.2698,8,1,0,2007-08,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,66,20701161,33.9033,204,141,-118.0658,3,1,0,2007-08,27,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,81,20701161,34.0093,24,35,-118.2458,1,1,0,2007-08,42,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/8/08,LAL @ POR,POR
Fadeaway Jump Shot,Jump Shot,142,20701161,34.0213,84,23,-118.1858,6,2,0,2007-08,37,8,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/8/08,LAL @ POR,POR
Turnaround Fadeaway shot,Jump Shot,164,20701161,34.0293,130,15,-118.1398,4,2,0,2007-08,13,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/8/08,LAL @ POR,POR
Turnaround Hook Shot,Hook Shot,179,20701161,34.0013,-75,43,-118.3448,3,2,0,2007-08,4,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,4/8/08,LAL @ POR,POR
Fadeaway Jump Shot,Jump Shot,183,20701161,33.8963,77,148,-118.1928,2,2,0,2007-08,38,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,190,20701161,33.8763,-177,168,-118.4468,1,2,0,2007-08,24,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,194,20701161,33.8553,87,189,-118.1828,0,2,0,2007-08,56,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,249,20701161,33.9443,-220,100,-118.4898,7,3,0,2007-08,17,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,270,20701161,33.8503,85,194,-118.1848,4,3,0,2007-08,27,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,273,20701161,33.9493,-225,95,-118.4948,3,3,0,2007-08,57,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/8/08,LAL @ POR,POR
Dunk Shot,Dunk,284,20701161,34.0443,0,0,-118.2698,3,3,0,2007-08,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,292,20701161,33.9443,156,100,-118.1138,1,3,0,2007-08,59,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/8/08,LAL @ POR,POR
Reverse Layup Shot,Layup,320,20701161,34.0443,0,0,-118.2698,0,3,0,2007-08,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/8/08,LAL @ POR,POR
Turnaround Fadeaway shot,Jump Shot,357,20701161,33.9063,-87,138,-118.3568,8,4,0,2007-08,29,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/8/08,LAL @ POR,POR
Driving Layup Shot,Layup,360,20701161,34.0443,0,0,-118.2698,7,4,0,2007-08,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,379,20701161,33.8273,-103,217,-118.3728,6,4,0,2007-08,12,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/8/08,LAL @ POR,POR
Driving Layup Shot,Layup,429,20701161,34.0443,0,0,-118.2698,0,4,0,2007-08,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,456,20701161,33.8063,-125,238,-118.3948,0,4,0,2007-08,7,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/8/08,LAL @ POR,POR
Jump Shot,Jump Shot,25,20701175,33.9303,-151,114,-118.4208,8,1,0,2007-08,54,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/10/08,LAL @ LAC,LAC
Layup Shot,Layup,35,20701175,34.0443,0,0,-118.2698,7,1,0,2007-08,7,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/10/08,LAL @ LAC,LAC
Layup Shot,Layup,72,20701175,34.0143,15,30,-118.2548,2,1,0,2007-08,20,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/10/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,170,20701175,33.7993,72,245,-118.1978,5,2,0,2007-08,46,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/10/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,205,20701175,33.8893,-46,155,-118.3158,4,2,0,2007-08,4,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/10/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,240,20701175,33.7993,57,245,-118.2128,1,2,0,2007-08,19,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/10/08,LAL @ LAC,LAC
Turnaround Fadeaway shot,Jump Shot,254,20701175,33.9163,71,128,-118.1988,0,2,0,2007-08,6,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/10/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,266,20701175,33.9763,31,68,-118.2388,10,3,0,2007-08,43,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/10/08,LAL @ LAC,LAC
Layup Shot,Layup,280,20701175,34.0443,0,0,-118.2698,8,3,0,2007-08,52,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/10/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,316,20701175,33.8603,-46,184,-118.3158,5,3,0,2007-08,4,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/10/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,348,20701175,33.8433,146,201,-118.1238,2,3,0,2007-08,11,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/10/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,10,20701187,33.8983,-128,146,-118.3978,10,1,0,2007-08,38,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,97,20701187,34.0373,230,7,-118.0398,1,1,0,2007-08,10,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,106,20701187,33.8353,-138,209,-118.4078,0,1,0,2007-08,0,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,155,20701187,33.8373,-172,207,-118.4418,8,2,0,2007-08,22,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,200,20701187,34.0473,190,-3,-118.0798,3,2,0,2007-08,53,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,262,20701187,34.0533,-200,-9,-118.4698,9,3,0,2007-08,39,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,281,20701187,33.9093,154,135,-118.1158,6,3,0,2007-08,6,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,301,20701187,33.9783,0,66,-118.2698,3,3,0,2007-08,3,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,343,20701187,33.8323,13,212,-118.2568,11,4,0,2007-08,42,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/11/08,LAL vs. NOH,NOH
Reverse Dunk Shot,Dunk,355,20701187,34.0443,0,0,-118.2698,9,4,0,2007-08,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,364,20701187,34.0443,246,0,-118.0238,8,4,0,2007-08,39,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,430,20701187,33.9123,-166,132,-118.4358,2,4,0,2007-08,2,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/11/08,LAL vs. NOH,NOH
Jump Shot,Jump Shot,449,20701187,33.9583,-176,86,-118.4458,0,4,0,2007-08,17,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/11/08,LAL vs. NOH,NOH
Jump Bank Shot,Jump Shot,63,20701198,33.9723,-140,72,-118.4098,4,1,0,2007-08,43,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,112,20701198,33.7973,-11,247,-118.2808,0,1,0,2007-08,2,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,162,20701198,33.8173,-123,227,-118.3928,5,2,0,2007-08,27,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,199,20701198,34.0443,197,0,-118.0728,2,2,0,2007-08,5,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/13/08,LAL vs. SAS,SAS
Layup Shot,Layup,211,20701198,34.0443,0,0,-118.2698,0,2,0,2007-08,48,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/13/08,LAL vs. SAS,SAS
Driving Layup Shot,Layup,217,20701198,34.0443,0,0,-118.2698,0,2,0,2007-08,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,242,20701198,33.9623,107,82,-118.1628,9,3,0,2007-08,20,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,271,20701198,33.8353,140,209,-118.1298,5,3,0,2007-08,28,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,304,20701198,33.9783,-21,66,-118.2908,2,3,0,2007-08,31,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,307,20701198,33.8993,74,145,-118.1958,1,3,0,2007-08,55,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,322,20701198,33.9533,-128,91,-118.3978,0,3,0,2007-08,55,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/13/08,LAL vs. SAS,SAS
Running Jump Shot,Jump Shot,333,20701198,33.7813,-46,263,-118.3158,0,3,0,2007-08,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/13/08,LAL vs. SAS,SAS
Jump Shot,Jump Shot,49,20701216,33.8073,-95,237,-118.3648,6,1,0,2007-08,21,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/15/08,LAL vs. SAC,SAC
